,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
588,2.000.000 TL,İstanbul,Esenyurt,Mevlana,Satılık,Daire,3 + 1,155 m2,145 m2,2. Kat,10 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
589,597.000 TL,İstanbul,Beylikdüzü,BeylikdüzüOSB,Satılık,Daire,2 + 1,108 m2,98 m2,4. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
590,4.100.000 TL,İstanbul,Beykoz,Riva,Satılık,Daire,4 + 1,138 m2,118 m2,Zemin,6 Yaşında,Eşyalı Değil,3,Betonarme,Kidstown Riva,Doğalgaz
591,1.850.000 TL,İstanbul,Esenyurt,BarbarosHayrettinPaşa,Satılık,Daire,3 + 1,140 m2,130 m2,Kot 1,15 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
592,2.600.000 TL,İstanbul,Beşiktaş,Levent,Satılık,Daire,1 + 1,70 m2,50 m2,8. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,ELEXİA LEVENT,Doğalgaz
593,7.200.000 TL,İstanbul,Kadıköy,Erenköy,Satılık,Daire,3 + 1,150 m2,130 m2,11. Kat,38 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
594,3.250.000 TL,İstanbul,Maltepe,Feyzullah,Satılık,Daire,3 + 1,160 m2,130 m2,Ara Kat,32 Yaşında,Eşyalı Değil,1,Betonarme,Adatepe Sitesi,Doğalgaz
595,2.440.000 TL,İstanbul,Esenyurt,OrhanGazi,Satılık,Daire,2 + 1,140 m2,120 m2,21 ve üzeri,1 Yaşında,Eşyalı Değil,2,Betonarme,semt bahçekent,Doğalgaz
596,3.400.000 TL,İstanbul,Zeytinburnu,Seyitniza,Satılık,Daire,1 + 1,84 m2,74 m2,5. Kat,10 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
597,1.550.000 TL,İstanbul,Beylikdüzü,Yakuplu,Satılık,Daire,3 + 1,155 m2,135 m2,2. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
598,3.950.000 TL,İstanbul,Kağıthane,Seyrantepe,Satılık,Residence,1 + 1,98 m2,65 m2,9. Kat,2 Yaşında,Eşyalı,1,Betonarme,Avangart İstanbul Rezidans,Doğalgaz
599,3.990.000 TL,İstanbul,Kadıköy,Bostancı,Satılık,Daire,3 + 1,120 m2,90 m2,6. Kat,7 Yaşında,Eşyalı Değil,2,Betonarme,Ezgi,Doğalgaz
600,37.500.000 TL,İstanbul,Sarıyer,Tarabya,Satılık,Daire,4 + 2,500 m2,450 m2,Villa Katı,20 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
601,2.700.000 TL,İstanbul,Büyükçekece,Atatürk,Satılık,Daire,3 + 2,190 m2,160 m2,En Üst Kat,Sıfır Bina,Eşyalı Değil,3,Betonarme,söğüt park,Doğalgaz
602,2.150.000 TL,İstanbul,Kağıthane,Merkez,Satılık,Residence,2 + 1,80 m2,60 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
603,2.680.000 TL,İstanbul,Zeytinburnu,Süer,Satılık,Daire,2 + 1,94 m2,74 m2,10. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,LOCA MAHAL,Doğalgaz
604,4.000.000 TL,İstanbul,Beykoz,Soğuksu,Satılık,Daire,3 + 1,147 m2,135 m2,Yüksek Giriş,18 Yaşında,Eşyalı Değil,2,Betonarme,Paşabahçe evler,Doğalgaz
605,2.750.000 TL,İstanbul,Tuzla,Aydınlı,Satılık,Daire,3 + 1,126 m2,105 m2,3. Kat,7 Yaşında,Eşyalı Değil,1,Betonarme,ÇAMLIBELDE-YAPISAN,Doğalgaz
606,4.500.000 TL,İstanbul,Üsküdar,Güzeltepe,Satılık,Daire,3 + 1,145 m2,135 m2,3. Kat,17 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
607,930.000 TL,İstanbul,Bağcılar,15Teuz,Satılık,Daire,1 + 0,50 m2,35 m2,Ara Kat,2 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
608,2.100.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,3 + 1,130 m2,115 m2,11. Kat,15 Yaşında,Eşyalı Değil,2,Betonarme,ONURKENT,Doğalgaz
609,3.600.000 TL,İstanbul,Pendik,Harandere,Satılık,Daire,3 + 1,200 m2,160 m2,7. Kat,5 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
610,550.000 TL,İstanbul,Esenyurt,Saadetdere,Satılık,Daire,1 + 1,75 m2,65 m2,7. Kat,Sıfır Bina,Eşyalı,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
611,1.000.000 TL,İstanbul,Başakşehir,Bahçeşehir2.Kısı,Satılık,Daire,2 + 1,111 m2,100 m2,7. Kat,Sıfır Bina,Eşyalı,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
612,8.900.000 TL,İstanbul,Sarıyer,Maden,Satılık,Daire,4 + 1,200 m2,160 m2,Çatı Katı,Sıfır Bina,Eşyalı Değil,3,Betonarme,Olive Sarıyer,Doğalgaz
613,8.650.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,3 + 1,180 m2,160 m2,1. Kat,12 Yaşında,Eşyalı Değil,2,Betonarme,Neo Vista,Doğalgaz
614,1.250.000 TL,İstanbul,Silivri,Selipaşa,Satılık,Daire,5 + 2,280 m2,260 m2,En Üst Kat,14 Yaşında,Eşyalı Değil,2,Betonarme,güzel kent,Doğalgaz
615,2.585.000 TL,İstanbul,Esenyurt,Koza,Satılık,Daire,2 + 1,153 m2,130 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
616,1.560.000 TL,İstanbul,Çekeköy,Çalık,Satılık,Daire,3 + 1,130 m2,115 m2,Ara Kat,18 Yaşında,Eşyalı Değil,1,Betonarme,bahar,Doğalgaz
617,4.990.000 TL,İstanbul,Sarıyer,Huzur,Satılık,Residence,1 + 1,99 m2,75 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,SKYLAND,Doğalgaz
618,2.808.000 TL,İstanbul,Kartal,Hürriyet,Satılık,Daire,2 + 1,113 m2,91 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
619,4.500.000 TL,İstanbul,Sarıyer,Ayazağa,Satılık,Residence,2 + 1,125 m2,90 m2,10. Kat,1 Yaşında,Eşyalı Değil,2,Betonarme,Avangart İstanbul,Doğalgaz
620,900.000 TL,İstanbul,Çekeköy,Cuhuriyet,Satılık,Daire,1 + 1,65 m2,55 m2,Bahçe Katı,2 Yaşında,Eşyalı Değil,1,Betonarme,butik,Doğalgaz
621,720.000 TL,İstanbul,Silivri,Balaban,Satılık,Daire,3 + 1,120 m2,110 m2,5. Kat,9 Yaşında,Eşyalı Değil,1,Betonarme,Yıldırım Beyazıt Sit,Doğalgaz
622,3.500.000 TL,İstanbul,Başakşehir,Başak,Satılık,Daire,3 + 1,149 m2,120 m2,3. Kat,17 Yaşında,Eşyalı Değil,2,Betonarme,Vadipark Evleri,Doğalgaz
623,21.900.000 TL,İstanbul,Sarıyer,Poligon,Satılık,Daire,5 + 1,300 m2,280 m2,Bahçe Katı,8 Yaşında,Eşyalı Değil,3,Betonarme,Seba Vista,Doğalgaz
624,15.950.000 TL,İstanbul,Beşiktaş,Akat,Satılık,Daire,45 + 1,220 m2,200 m2,Ara Kat,20 Yaşında,Eşyalı Değil,2,Betonarme,Park Maya Sitesi,Doğalgaz
625,1.990.000 TL,İstanbul,Kağıthane,YahyaKeal,Satılık,Daire,1 + 1,98 m2,75 m2,6. Kat,7 Yaşında,Eşyalı Değil,1,Betonarme,vera residence,Doğalgaz
626,7.750.000 TL,İstanbul,Zeytinburnu,Maltepe,Satılık,Residence,3 + 1,152 m2,120 m2,2. Kat,8 Yaşında,Eşyalı Değil,2,Betonarme,Beyaz Rezidans,Doğalgaz
627,1.150.000 TL,İstanbul,Esenyurt,SelahaddinEyyubi,Satılık,Daire,2 + 1,132 m2,130 m2,Ara Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,bey rezidans,Doğalgaz
628,4.950.000 TL,İstanbul,Sancaktepe,Abdurrahangazi,Satılık,Daire,3 + 1,135 m2,125 m2,Bahçe Katı,Sıfır Bina,Eşyalı,2,Betonarme,sinpaş metrolife,Doğalgaz
629,950.000 TL,İstanbul,Avcılar,Denizköşkler,Satılık,Daire,3 + 1,125 m2,100 m2,1. Kat,30 Yaşında,Eşyalı Değil,1,Betonarme,Borusan Sitesi,Doğalgaz
630,2.250.000 TL,İstanbul,Maltepe,Yalı,Satılık,Daire,3 + 1,130 m2,110 m2,Ara Kat,30 Yaşında,Eşyalı Değil,1,Betonarme,Maltepe Deniz Sitesi,Doğalgaz
631,3.950.000 TL,İstanbul,Gaziosanpaşa,Mevlana,Satılık,Residence,3 + 1,135 m2,100 m2,4. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,GOP Plevne,Doğalgaz
632,1.750.000 TL,İstanbul,Kağıthane,Haidiye,Satılık,Daire,2 + 1,95 m2,85 m2,Ara Kat,13 Yaşında,Eşyalı Değil,1,Betonarme,Deniz sitesi,Doğalgaz
633,6.250.000 TL,İstanbul,Kadıköy,19Mayıs,Satılık,Daire,3 + 1,200 m2,165 m2,Ara Kat,26 Yaşında,Eşyalı Değil,2,Betonarme,Işıklar 1,Doğalgaz
634,2.850.000 TL,İstanbul,Başakşehir,Bahçeşehir1.Kısı,Satılık,Daire,2 + 1,130 m2,100 m2,16. Kat,4 Yaşında,Eşyalı Değil,2,Betonarme,golevleri,Doğalgaz
635,2.850.000 TL,İstanbul,Kağıthane,Seyrantepe,Satılık,Residence,1 + 0,45 m2,30 m2,Ara Kat,1 Yaşında,Eşyalı,1,Betonarme,Avangart İstanbul Rezidans,Doğalgaz
636,8.250.000 TL,İstanbul,Üsküdar,Barbaros,Satılık,Daire,6 + 1,310 m2,210 m2,6. Kat,2 Yaşında,Eşyalı Değil,6,Betonarme,Emlak Konut Validebağ Konakları,Doğalgaz
637,2.800.000 TL,İstanbul,Ataşehir,Atatürk,Satılık,Daire,2 + 1,115 m2,95 m2,Ara Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,Atapark Konutları Sitesi,Doğalgaz
638,5.750.000 TL,İstanbul,Şişli,Fulya,Satılık,Daire,3 + 1,148 m2,106 m2,2. Kat,56 Yaşında,Eşyalı Değil,1,Kagir,Evet (Site Adı Belirtilmemiş),Doğalgaz
639,2.500.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,2 + 1,120 m2,100 m2,Bahçe Katı,11 Yaşında,Eşyalı Değil,1,Betonarme,petna evleri,Doğalgaz
640,2.500.000 TL,İstanbul,Maltepe,Başıbüyük,Satılık,Daire,1 + 1,82 m2,60 m2,5. Kat,13 Yaşında,Eşyalı Değil,1,Betonarme,Narcity,Doğalgaz
641,2.500.000 TL,İstanbul,Sarıyer,Zekeriyaköy,Satılık,Daire,1 + 1,60 m2,52 m2,1. Kat,12 Yaşında,Eşyalı Değil,1,Betonarme,TURYAPİ SARİYER,Doğalgaz
642,4.500.000 TL,İstanbul,Maltepe,Cevizli,Satılık,Residence,2 + 1,150 m2,125 m2,21 ve üzeri,1 Yaşında,Eşyalı Değil,2,Çelik,Başyapıt Dragos Rezidans,Doğalgaz
643,6.500.000 TL,İstanbul,Gaziosanpaşa,Karayolları,Satılık,Daire,3 + 1,156 m2,120 m2,Ara Kat,12 Yaşında,Eşyalı Değil,2,Betonarme,Avrupa Konutları Tem,Doğalgaz
644,1.500.000 TL,İstanbul,Esenyurt,Yeşilkent,Satılık,Daire,2 + 1,105 m2,92 m2,Ara Kat,9 Yaşında,Eşyalı Değil,2,Betonarme,Innovia 3,Doğalgaz
645,2.785.000 TL,İstanbul,Esenyurt,Ardıçlı,Satılık,Daire,2 + 1,143 m2,90 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Meydan Ardıçlı,Doğalgaz
646,5.350.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,1 + 1,87 m2,70 m2,21 ve üzeri,5 Yaşında,Eşyalı Değil,1,Çelik,Ağaoğlu 1453,Doğalgaz
647,2.250.000 TL,İstanbul,Arnavutköy,Mavigöl,Satılık,Daire,4 + 2,180 m2,160 m2,4. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,ÖZSEÇ,Doğalgaz
648,8.500.000 TL,İstanbul,Beşiktaş,Levent,Satılık,Residence,1 + 1,120 m2,87 m2,11. Kat,8 Yaşında,Eşyalı Değil,14,Betonarme,LEVENT LOFT BAHÇE,Doğalgaz
649,3.536.432 TL,İstanbul,Kartal,Atalar,Satılık,Daire,2 + 1,108 m2,95 m2,Ara Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Referans Kartal Kordonboyu,Doğalgaz
650,1.890.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,2 + 1,115 m2,100 m2,1. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,x,Doğalgaz
651,5.000.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,3 + 1,117 m2,92 m2,9. Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,myhome maslak,Doğalgaz
652,2.250.000 TL,İstanbul,Üraniye,Esenşehir,Satılık,Daire,2 + 1,135 m2,95 m2,8. Kat,2 Yaşında,Eşyalı Değil,1,Betonarme,saloon,Doğalgaz
653,12.000.000 TL,İstanbul,Bakırköy,Ataköy2-5-6.Kısı,Satılık,Daire,4 + 1,165 m2,150 m2,Giriş Katı,22 Yaşında,Eşyalı Değil,3,Betonarme,NOVUS SİTESİ,Doğalgaz
654,7.550.000 TL,İstanbul,Şişli,Fulya,Satılık,Residence,2 + 1,200 m2,142 m2,21 ve üzeri,17 Yaşında,Eşyalı Değil,2,Betonarme,Polat Tower Residence,Doğalgaz
655,2.600.000 TL,İstanbul,Kağıthane,Ortabayır,Satılık,Daire,1 + 1,77 m2,52 m2,8. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,ELEXİA LEVENT,Doğalgaz
656,6.150.000 TL,İstanbul,Bakırköy,Ataköy2-5-6.Kısı,Satılık,Daire,1 + 1,99 m2,82 m2,8. Kat,4 Yaşında,Eşyalı Değil,2,Betonarme,YALI ATAKÖY,Doğalgaz
657,1.250.000 TL,İstanbul,Kartal,Hürriyet,Satılık,Daire,2 + 1,100 m2,85 m2,8. Kat,1 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
658,2.200.000 TL,İstanbul,Silivri,Selipaşa,Satılık,Daire,5 + 1,300 m2,250 m2,Villa Katı,22 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Akaryakıt
659,4.600.000 TL,İstanbul,Kağıthane,Merkez,Satılık,Residence,2 + 1,120 m2,100 m2,19. Kat,7 Yaşında,Eşyalı,2,Betonarme,Nüans,Doğalgaz
660,38.000.000 TL,İstanbul,Beşiktaş,Levent,Satılık,Residence,3 + 1,400 m2,350 m2,21 ve üzeri,8 Yaşında,Eşyalı Değil,4,Çelik,Sapphire Residence,Doğalgaz
661,7.300.000 TL,İstanbul,Beşiktaş,Nisbetiye,Satılık,Daire,2 + 1,80 m2,70 m2,3. Kat,45 Yaşında,Eşyalı Değil,1,Betonarme,Petrol,Doğalgaz
662,1.000.000 TL,İstanbul,Başakşehir,Bahçeşehir1.Kısı,Satılık,Daire,2 + 1,115 m2,100 m2,8. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
663,2.000.000 TL,İstanbul,Büyükçekece,Ekinoba,Satılık,Daire,3 + 1,137 m2,135 m2,Kot 2,13 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
664,3.300.000 TL,İstanbul,Bahçelievler,YenibosnaMerkez,Satılık,Residence,3 + 1,175 m2,155 m2,6. Kat,7 Yaşında,Eşyalı Değil,2,Betonarme,BEYAZLAR RESİDENCE,Doğalgaz
665,1.365.000 TL,İstanbul,Kağıthane,Seyrantepe,Satılık,Residence,2 + 1,100 m2,80 m2,4. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
666,3.500.000 TL,İstanbul,Zeytinburnu,Seyitniza,Satılık,Daire,2 + 1,120 m2,112 m2,9. Kat,6 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
667,2.100.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,3 + 1,170 m2,160 m2,6. Kat,1 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
668,7.600.000 TL,İstanbul,Eyüpsultan,MiarSinan,Satılık,Daire,2 + 1,337 m2,168 m2,2. Kat,4 Yaşında,Eşyalı Değil,2,Betonarme,Elmas Teras Kemerburgaz,Doğalgaz
669,4.000.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,4 + 2,200 m2,170 m2,15. Kat,15 Yaşında,Eşyalı Değil,3,Betonarme,Yeşilkent Sitesi 3,Doğalgaz
670,2.500.000 TL,İstanbul,Esenyurt,TurgutÖzal,Satılık,Daire,3 + 1,156 m2,150 m2,2. Kat,11 Yaşında,Eşyalı Değil,2,Betonarme,kiptaş konutları,Doğalgaz
671,6.500.000 TL,İstanbul,Sarıyer,Zekeriyaköy,Satılık,Daire,4 + 2,300 m2,285 m2,En Üst Kat,20 Yaşında,Eşyalı Değil,3,Betonarme,SARIYER MEDYA KENT,Doğalgaz
672,2.650.000 TL,İstanbul,Beylikdüzü,Dereağzı,Satılık,Daire,5 + 2,270 m2,230 m2,3. Kat,1 Yaşında,Eşyalı Değil,2,Betonarme,yeditepe vadi,Doğalgaz
673,2.760.000 TL,İstanbul,Sancaktepe,Akpınar,Satılık,Daire,2 + 1,135 m2,82 m2,3. Kat,1 Yaşında,Eşyalı Değil,2,Betonarme,SANCAKTEPE NEF 19,Doğalgaz
674,3.300.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,4 + 2,240 m2,230 m2,Teras Katı,Sıfır Bina,Eşyalı Değil,2,Betonarme,ALTINTAŞ PRESTİJ PAR,Doğalgaz
675,28.000.000 TL,İstanbul,Kadıköy,Fenerbahçe,Satılık,Daire,5 + 1,330 m2,300 m2,9. Kat,25 Yaşında,Eşyalı Değil,4,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
676,3.950.000 TL,İstanbul,Beşiktaş,Dikilitaş,Satılık,Daire,2 + 1,80 m2,70 m2,Bahçe Katı,1 Yaşında,Eşyalı Değil,1,Betonarme,LOZANNA HATIRA EVLERİ,Doğalgaz
677,3.490.000 TL,İstanbul,Büyükçekece,Bahçelievler,Satılık,Daire,3 + 2,190 m2,180 m2,3. Kat,1 Yaşında,Eşyalı Değil,2,Betonarme,A.K.S,Doğalgaz
678,3.300.000 TL,İstanbul,Başakşehir,Bahçeşehir2.Kısı,Satılık,Daire,5 + 1,135 m2,120 m2,3. Kat,12 Yaşında,Eşyalı Değil,1,Betonarme,LOCA,Doğalgaz
679,3.750.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,2 + 1,100 m2,75 m2,1. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Göktürk Prime,Doğalgaz
680,2.500.000 TL,İstanbul,Büyükçekece,Fatih,Satılık,Daire,4 + 1,155 m2,135 m2,3. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
681,6.250.000 TL,İstanbul,Beşiktaş,Vişnezade,Satılık,Daire,1 + 1,96 m2,76 m2,18. Kat,10 Yaşında,Eşyalı Değil,2,Betonarme,Selenium Twins,Doğalgaz
682,1.200.000 TL,İstanbul,Bağcılar,Mahutbey,Satılık,Daire,1 + 0,56 m2,42 m2,4. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,GÜL EXPRESS PROJESİ,Elektrik
683,2.450.000 TL,İstanbul,Ataşehir,Küçükbakkalköy,Satılık,Daire,1 + 1,55 m2,54 m2,21 ve üzeri,18 Yaşında,Eşyalı Değil,1,Betonarme,Brandium Rezidans Ataşehir,Doğalgaz
684,50.000.000 TL,İstanbul,Şişli,Harbiye,Satılık,Daire,4 + 1,270 m2,250 m2,7. Kat,8 Yaşında,Eşyalı Değil,3,Betonarme,Maçka Armani,Doğalgaz
685,1.150.000 TL,İstanbul,Pendik,Yenişehir,Satılık,Daire,3 + 1,120 m2,105 m2,5. Kat,21 Yaşında,Eşyalı Değil,1,Betonarme,birlik sitesi pendik istanbul,Doğalgaz
686,1.800.000 TL,İstanbul,Tuzla,İstasyon,Satılık,Daire,4 + 1,200 m2,180 m2,4. Kat,25 Yaşında,Eşyalı Değil,2,Betonarme,ASENA SİTESİ,Doğalgaz
687,2.500.000 TL,İstanbul,Kağıthane,EniyetEvleri,Satılık,Residence,2 + 1,82 m2,75 m2,9. Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Elektrik
688,1.950.000 TL,İstanbul,Esenyurt,Mevlana,Satılık,Daire,3 + 1,140 m2,125 m2,6. Kat,23 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
689,1.520.000 TL,İstanbul,Tuzla,Aydıntepe,Satılık,Daire,1 + 1,67 m2,55 m2,1. Kat,8 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
690,12.000.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,4 + 1,255 m2,180 m2,Ara Kat,7 Yaşında,Eşyalı Değil,2,Betonarme,Mashattan Konutları,Doğalgaz
691,2.250.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,3 + 1,180 m2,165 m2,Ara Kat,20 Yaşında,Eşyalı Değil,2,Betonarme,Ekşioğlu Akkent Şela,Doğalgaz
692,2.450.000 TL,İstanbul,Sultanbeyli,Hasanpaşa,Satılık,Daire,2 + 1,109 m2,65 m2,4. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,MERKEZ HAYAT RESİDENCE,Doğalgaz
693,5.500.000 TL,İstanbul,Şişli,Fulya,Satılık,Residence,1 + 1,119 m2,81 m2,21 ve üzeri,18 Yaşında,Eşyalı Değil,1,Betonarme,polat tower,Doğalgaz
694,900.000 TL,İstanbul,Esenyurt,Yenikent,Satılık,Daire,2 + 1,100 m2,85 m2,8. Kat,7 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
695,1.200.000 TL,İstanbul,Başakşehir,Bahçeşehir2.Kısı,Satılık,Daire,1 + 1,66 m2,60 m2,10. Kat,2 Yaşında,Eşyalı Değil,1,Çelik,Dumankaya Modern Vad,Doğalgaz
696,5.950.000 TL,İstanbul,Sarıyer,Uskuruköy,Satılık,Daire,4 + 1,170 m2,160 m2,4. Kat,10 Yaşında,Eşyalı Değil,2,Betonarme,belirtilmemis,Doğalgaz
697,1.800.000 TL,İstanbul,Büyükçekece,Fatih,Satılık,Daire,2 + 1,102 m2,74 m2,3. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,MCG MARINE ROYAL,Doğalgaz
698,1.600.000 TL,İstanbul,Bağcılar,Yeniahalle,Satılık,Daire,3 + 1,120 m2,97 m2,1. Kat,11 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belir,Doğalgaz
699,1.550.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,3 + 1,160 m2,150 m2,2. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
700,1.229.000 TL,İstanbul,Beylikdüzü,Barış,Satılık,Daire,3 + 1,160 m2,148 m2,12. Kat,10 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
701,3.250.000 TL,İstanbul,Bayrapaşa,İsetPaşa,Satılık,Daire,3 + 1,93 m2,85 m2,Kot 1,1 Yaşında,Eşyalı Değil,1,Betonarme,bayrampaşa toki,Doğalgaz
702,75.000.000 TL,İstanbul,Beşiktaş,Levent,Satılık,Residence,5 + 3,750 m2,700 m2,21 ve üzeri,9 Yaşında,Eşyalı Değil,6,Çelik,Sapphire Residence,Doğalgaz
703,14.500.000 TL,İstanbul,Zeytinburnu,Kazlıçeşe,Satılık,Residence,4 + 1,300 m2,260 m2,5. Kat,4 Yaşında,Eşyalı Değil,2,Betonarme,Ottomare suites,Doğalgaz
704,5.000.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,2 + 1,120 m2,105 m2,4. Kat,12 Yaşında,Eşyalı Değil,2,Betonarme,Zengin Bahçe 2,Doğalgaz
705,1.000.000 TL,İstanbul,Esenyurt,Zafer,Satılık,Daire,3 + 1,160 m2,145 m2,6. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
706,2.875.000 TL,İstanbul,Kartal,UğurMucu,Satılık,Daire,2 + 1,95 m2,80 m2,Zemin,9 Yaşında,Eşyalı Değil,1,Betonarme,Upcity Residence,Doğalgaz
707,4.500.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Daire,1 + 1,87 m2,60 m2,19. Kat,4 Yaşında,Eşyalı Değil,1,Çelik,Maslak 1453,Doğalgaz
708,3.000.000 TL,İstanbul,Beylikdüzü,Cuhuriyet,Satılık,Daire,3 + 1,176 m2,146 m2,1. Kat,24 Yaşında,Eşyalı Değil,2,Betonarme,BİZİMKENT EMLAK KONUTLARI,Doğalgaz
709,5.500.000 TL,İstanbul,Zeytinburnu,Seyitniza,Satılık,Residence,3 + 1,158 m2,140 m2,3. Kat,8 Yaşında,Eşyalı Değil,2,Betonarme,Merkez Park Yel Evle,Doğalgaz
710,9.200.000 TL,İstanbul,Sarıyer,Ferahevler,Satılık,Daire,5 + 2,255 m2,225 m2,5. Kat,25 Yaşında,Eşyalı Değil,3,Betonarme,Boğaziçi Yapı Sitesi,Doğalgaz
711,1.250.000 TL,İstanbul,Küçükçekece,HalkalıMerkez,Satılık,Daire,2 + 1,100 m2,85 m2,2. Kat,10 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
712,845.000 TL,İstanbul,Küçükçekece,HalkalıMerkez,Satılık,Daire,3 + 1,140 m2,135 m2,Ara Kat,27 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
713,695.000 TL,İstanbul,Esenyurt,BarbarosHayrettinPaşa,Satılık,Daire,1 + 0,46 m2,39 m2,9. Kat,10 Yaşında,Eşyalı Değil,1,Betonarme,Rüya Yaşam Evleri,Doğalgaz
