,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
121,12.500.000 TL,İstanbul,Sarıyer,Ayazağa,Satılık,Residence,4 + 1,220 m2,180 m2,8. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,avangart istanbul,Doğalgaz
122,12.000.000 TL,İstanbul,Beşiktaş,Etiler,Satılık,Daire,3 + 1,140 m2,136 m2,1. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Maanaa 30 Etiler,Doğalgaz
123,4.000.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,2 + 1,150 m2,120 m2,Bahçe Katı,7 Yaşında,Eşyalı Değil,1,Betonarme,Kemerist,Doğalgaz
124,7.500.000 TL,İstanbul,Sarıyer,Zekeriyaköy,Satılık,Daire,3 + 1,140 m2,130 m2,Bahçe Katı,5 Yaşında,Eşyalı Değil,2,Betonarme,...,Doğalgaz
125,11.500.000 TL,İstanbul,Sarıyer,Pınar,Satılık,Daire,2 + 1,130 m2,110 m2,Ara Kat,10 Yaşında,Eşyalı Değil,1,Betonarme,İstinye Park Residence,Doğalgaz
126,17.875.000 TL,İstanbul,Beykoz,Acarlar,Satılık,Daire,3 + 1,315 m2,270 m2,10. Kat,1 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Elektrik
127,3.600.000 TL,İstanbul,Büyükçekece,Fatih,Satılık,Daire,4 + 2,250 m2,230 m2,1. Kat,8 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
128,5.950.000 TL,İstanbul,Sancaktepe,Eek,Satılık,Daire,5 + 1,300 m2,270 m2,5. Kat,7 Yaşında,Eşyalı Değil,2,Betonarme,Kent Life Sitesi,Doğalgaz
129,1.200.000 TL,İstanbul,Pendik,Çınardere,Satılık,Daire,2 + 1,75 m2,60 m2,Ara Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
130,1.765.000 TL,İstanbul,Küçükçekece,Atakent,Satılık,Daire,2 + 1,90 m2,75 m2,Ara Kat,18 Yaşında,Eşyalı Değil,1,Betonarme,Kutlutaş Sitesi,Doğalgaz
131,4.500.000 TL,İstanbul,Başakşehir,Bahçeşehir1.Kısı,Satılık,Daire,3 + 1,171 m2,125 m2,5. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Eston Şehir Koru Sitesi,Doğalgaz
132,1.675.000 TL,İstanbul,Kartal,Orhantepe,Satılık,Daire,3 + 1,135 m2,120 m2,3. Kat,30 Yaşında,Eşyalı Değil,1,Betonarme,KARAYOLCULAR SITESI,Doğalgaz
133,3.750.000 TL,İstanbul,Tuzla,İstasyon,Satılık,Daire,3 + 1,146 m2,120 m2,1. Kat,5 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belir,Doğalgaz
134,2.750.000 TL,İstanbul,Beykoz,Acarlar,Satılık,Daire,1 + 1,70 m2,55 m2,3. Kat,16 Yaşında,Eşyalı Değil,1,Betonarme,Acarkent,Doğalgaz
135,750.000 TL,İstanbul,Esenyurt,Saadetdere,Satılık,Daire,2 + 1,115 m2,100 m2,8. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
136,7.700.000 TL,İstanbul,Kadıköy,Fikirtepe,Satılık,Residence,2 + 1,92 m2,60 m2,5. Kat,1 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Elektrik
137,3.750.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,5 + 2,360 m2,320 m2,15. Kat,15 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
138,3.500.000 TL,İstanbul,Eyüpsultan,RaiYeni,Satılık,Daire,3 + 1,175 m2,135 m2,3. Kat,12 Yaşında,Eşyalı Değil,2,Betonarme,Rami Park Evleri,Doğalgaz
139,14.000.000 TL,İstanbul,Zeytinburnu,Kazlıçeşe,Satılık,Daire,2 + 1,170 m2,150 m2,21 ve üzeri,7 Yaşında,Eşyalı,2,Betonarme,Ottomare Suites,Doğalgaz
140,1.750.000 TL,İstanbul,Kağıthane,Yeşilce,Satılık,Residence,2 + 1,90 m2,80 m2,9. Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,PETRA,Doğalgaz
141,10.000.000 TL,İstanbul,Şişli,Cuhuriyet,Satılık,Residence,2 + 1,140 m2,125 m2,21 ve üzeri,2 Yaşında,Eşyalı Değil,3,Betonarme,Sinpaş Queen,Doğalgaz
142,1.450.000 TL,İstanbul,Küçükçekece,Atakent,Satılık,Daire,1 + 1,68 m2,65 m2,1. Kat,7 Yaşında,Eşyalı Değil,1,Betonarme,DUMANKAYA MİKS,Doğalgaz
143,12.000.000 TL,İstanbul,Sarıyer,Tarabya,Satılık,Daire,4 + 1,250 m2,220 m2,3. Kat,10 Yaşında,Eşyalı Değil,3,Betonarme,",",Doğalgaz
144,870.000 TL,İstanbul,Esenyurt,YunusEre,Satılık,Daire,2 + 1,130 m2,120 m2,Zemin,8 Yaşında,Eşyalı Değil,2,Betonarme,b,Doğalgaz
145,1.100.000 TL,İstanbul,Esenyurt,Pınar,Satılık,Residence,2 + 1,110 m2,100 m2,3. Kat,6 Yaşında,Eşyalı Değil,2,Betonarme,AK TOWER,Elektrik
146,18.500.000 TL,İstanbul,Beşiktaş,Kültür,Satılık,Daire,4 + 2,330 m2,283 m2,4. Kat,23 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
147,3.850.000 TL,İstanbul,Beyoğlu,Sütlüce,Satılık,Daire,4 + 1,250 m2,225 m2,4. Kat,10 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
148,1.600.000 TL,İstanbul,Beylikdüzü,Dereağzı,Satılık,Daire,3 + 1,149 m2,138 m2,Yüksek Giriş,10 Yaşında,Eşyalı Değil,2,Kagir,Evet (Site Adı Belirtilmemiş),Doğalgaz
149,2.750.000 TL,İstanbul,Sarıyer,Ayazağa,Satılık,Residence,1 + 0,65 m2,50 m2,9. Kat,1 Yaşında,Eşyalı,1,Betonarme,Avangart İstanbul,Doğalgaz
150,5.250.000 TL,İstanbul,Küçükçekece,Atakent,Satılık,Daire,4 + 1,200 m2,180 m2,3. Kat,14 Yaşında,Eşyalı Değil,2,Betonarme,Ihlamur evleri,Doğalgaz
151,1.850.000 TL,İstanbul,Kağıthane,Haidiye,Satılık,Daire,2 + 1,95 m2,85 m2,Giriş Katı,1 Yaşında,Eşyalı Değil,1,Betonarme,Vadi 34,Doğalgaz
152,4.150.000 TL,İstanbul,Maltepe,Yalı,Satılık,Daire,3 + 1,110 m2,90 m2,10. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Maltepe Nouvel Sites,Doğalgaz
153,7.000.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,2 + 1,167 m2,110 m2,13. Kat,4 Yaşında,Eşyalı,2,Çelik,Maslak 1453,Doğalgaz
154,2.500.000 TL,İstanbul,Çekeköy,Soğukpınar,Satılık,Daire,3 + 1,130 m2,120 m2,4. Kat,6 Yaşında,Eşyalı Değil,2,Betonarme,abaküs park evleri s,Doğalgaz
155,1.700.000 TL,İstanbul,Bağcılar,KazıKarabekir,Satılık,Daire,2 + 1,95 m2,80 m2,11. Kat,4 Yaşında,Eşyalı Değil,2,Betonarme,AYDAN,Doğalgaz
156,2.100.000 TL,İstanbul,Bağcılar,Sancaktepe,Satılık,Daire,2 + 1,120 m2,90 m2,14. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Mayra Sancakkoru Sitesi,Doğalgaz
157,4.750.000 TL,İstanbul,Beşiktaş,Kültür,Satılık,Daire,3 + 1,150 m2,140 m2,Zemin,40 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
158,8.900.000 TL,İstanbul,Sarıyer,Maden,Satılık,Daire,4 + 1,200 m2,170 m2,3. Kat,Sıfır Bina,Eşyalı Değil,3,Betonarme,Olive Sarıyer,Doğalgaz
159,4.500.000 TL,İstanbul,Sarıyer,Tarabya,Satılık,Daire,2 + 1,110 m2,90 m2,1. Kat,20 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
160,6.500.000 TL,İstanbul,Şişli,Merkez,Satılık,Residence,1 + 1,70 m2,60 m2,10. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Bomonti By Rotana Residences,Doğalgaz
161,2.400.000 TL,İstanbul,Başakşehir,Bahçeşehir1.Kısı,Satılık,Daire,3 + 1,118 m2,100 m2,1. Kat,4 Yaşında,Eşyalı Değil,2,Betonarme,Vadikent 4. bölge,Doğalgaz
162,9.965.000 TL,İstanbul,Başakşehir,Başakşehir,Satılık,Daire,5 + 1,440 m2,360 m2,4. Kat,6 Yaşında,Eşyalı Değil,3,Betonarme,HAYAT PARK KONAKLARI,Doğalgaz
163,1.450.000 TL,İstanbul,Kağıthane,Telsizler,Satılık,Residence,1 + 1,55 m2,47 m2,13. Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,Nef Points 04,Doğalgaz
164,14.950.000 TL,İstanbul,Kadıköy,Fenerbahçe,Satılık,Daire,4 + 1,210 m2,160 m2,4. Kat,4 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
165,1.600.000 TL,İstanbul,Esenyurt,Cuhuriyet,Satılık,Residence,2 + 1,120 m2,100 m2,1. Kat,4 Yaşında,Eşyalı Değil,1,Betonarme,Trend Park 2,Doğalgaz
166,17.500.000 TL,İstanbul,Bakırköy,Şenlikköy,Satılık,Daire,4 + 1,230 m2,220 m2,2. Kat,6 Yaşında,Eşyalı Değil,3,Betonarme,KORU FLORYA,Doğalgaz
167,1.000.000 TL,İstanbul,Esenyurt,Gökevler,Satılık,Daire,3 + 1,160 m2,145 m2,6. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
168,940.000 TL,İstanbul,Üsküdar,Bulgurlu,Satılık,Daire,1 + 1,75 m2,63 m2,Yüksek Giriş,30 Yaşında,Eşyalı Değil,1,Betonarme,çamdibi,Doğalgaz
169,9.850.000 TL,İstanbul,Beşiktaş,Ulus,Satılık,Daire,4 + 1,190 m2,165 m2,Bahçe Katı,30 Yaşında,Eşyalı Değil,3,Betonarme,Çamlıtepe Sitesi,Doğalgaz
170,1.850.000 TL,İstanbul,Üraniye,Atatürk,Satılık,Daire,2 + 1,85 m2,70 m2,2. Kat,5 Yaşında,Eşyalı Değil,1,Betonarme,çarsievleri,Doğalgaz
171,3.000.000 TL,İstanbul,Başakşehir,Başakşehir,Satılık,Daire,2 + 1,128 m2,83 m2,13. Kat,1 Yaşında,Eşyalı Değil,2,Betonarme,3 İSTANBUL,Doğalgaz
172,5.150.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Daire,3 + 1,128 m2,90 m2,4. Kat,7 Yaşında,Eşyalı Değil,1,Betonarme,My Home Maslak,Doğalgaz
173,1.250.000 TL,İstanbul,Üraniye,Elalıkent,Satılık,Daire,3 + 1,135 m2,120 m2,Bodrum ve Zemin,22 Yaşında,Eşyalı Değil,1,Çelik,OZAKİN SİTESİ,Doğalgaz
174,2.550.000 TL,İstanbul,Kağıthane,Gültepe,Satılık,Residence,1 + 1,72 m2,59 m2,19. Kat,9 Yaşında,Eşyalı,1,Betonarme,NEF 163 RESİDENCE,Doğalgaz
175,2.580.000 TL,İstanbul,Sancaktepe,Osangazi,Satılık,Daire,3 + 1,160 m2,102 m2,1. Kat,8 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
176,800.000 TL,İstanbul,Esenyurt,Akşeseddin,Satılık,Daire,3 + 1,115 m2,110 m2,Bahçe Katı,12 Yaşında,Eşyalı Değil,2,Betonarme,Huzur Sitesi,Doğalgaz
177,1.500.000 TL,İstanbul,Kartal,Orta,Satılık,Daire,1 + 0,50 m2,43 m2,9. Kat,10 Yaşında,Eşyalı Değil,1,Betonarme,uptwins deluxe resid,Doğalgaz
178,11.250.000 TL,İstanbul,Eyüpsultan,GöktürkMerkez,Satılık,Daire,4 + 1,240 m2,220 m2,Ara Kat,12 Yaşında,Eşyalı Değil,3,Betonarme,saklı bahçe göktürk,Doğalgaz
179,1.900.000 TL,İstanbul,Ataşehir,Mevlana,Satılık,Daire,2 + 1,100 m2,80 m2,8. Kat,30 Yaşında,Eşyalı Değil,1,Betonarme,TÜRKİŞ BLOKLARI,Doğalgaz
180,12.500.000 TL,İstanbul,Sarıyer,İstinye,Satılık,Daire,3 + 1,168 m2,150 m2,3. Kat,15 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
181,3.600.000 TL,İstanbul,Bakırköy,Ataköy7-8-9-10.Kısı,Satılık,Daire,2 + 1,122 m2,100 m2,5. Kat,3 Yaşında,Eşyalı Değil,2,Betonarme,NEF22 ATAKÖY,Doğalgaz
182,1.000.000 TL,İstanbul,Maltepe,Cevizli,Satılık,Daire,1 + 0,50 m2,45 m2,10. Kat,5 Yaşında,Eşyalı,1,Betonarme,Dap Vazo Kule,Elektrik
183,3.350.000 TL,İstanbul,Beyoğlu,Piyalepaşa,Satılık,Daire,2 + 1,75 m2,60 m2,3. Kat,1 Yaşında,Eşyalı Değil,1,Betonarme,Şelale Evleri,Doğalgaz
184,4.500.000 TL,İstanbul,Kağıthane,Haidiye,Satılık,Residence,2 + 1,140 m2,125 m2,5. Kat,8 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
185,12.000.000 TL,İstanbul,Sarıyer,Maden,Satılık,Daire,4 + 1,270 m2,235 m2,2. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Palmiye,Doğalgaz
186,50.400.000 TL,İstanbul,Beşiktaş,Levazı,Satılık,Daire,5 + 1,458 m2,340 m2,Çatı Katı,2 Yaşında,Eşyalı Değil,3,Betonarme,yooistanbul,Doğalgaz
187,2.650.000 TL,İstanbul,Üraniye,MehetAkif,Satılık,Daire,2 + 1,123 m2,105 m2,1. Kat,11 Yaşında,Eşyalı Değil,1,Betonarme,Detaykent Evleri,Doğalgaz
188,2.850.000 TL,İstanbul,Tuzla,İstasyon,Satılık,Daire,3 + 1,125 m2,98 m2,2. Kat,2 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
189,799.000 TL,İstanbul,Silivri,PiriMehetPaşa,Satılık,Daire,2 + 1,96 m2,80 m2,3. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,SİLİVRİ  PAK SİTESİ,Doğalgaz
190,2.750.000 TL,İstanbul,Başakşehir,Bahçeşehir2.Kısı,Satılık,Daire,6 + 2,320 m2,300 m2,5. Kat,20 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
191,2.250.000 TL,İstanbul,Tuzla,İstasyon,Satılık,Daire,2 + 1,100 m2,90 m2,Çatı Katı,4 Yaşında,Eşyalı Değil,2,Betonarme,ESKA MARE,Doğalgaz
192,1.965.000 TL,İstanbul,Küçükçekece,HalkalıMerkez,Satılık,Daire,2 + 1,107 m2,90 m2,En Üst Kat,5 Yaşında,Eşyalı Değil,1,Betonarme,Elitist Park Konutla,Doğalgaz
193,18.000.000 TL,İstanbul,Şişli,Cuhuriyet,Satılık,Residence,3 + 1,195 m2,130 m2,21 ve üzeri,2 Yaşında,Eşyalı Değil,2,Betonarme,Sinpaş QUEEN,Doğalgaz
194,7.500.000 TL,İstanbul,Kadıköy,Bostancı,Satılık,Daire,3 + 1,180 m2,145 m2,1. Kat,30 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
195,6.750.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Daire,2 + 1,145 m2,110 m2,Ara Kat,7 Yaşında,Eşyalı Değil,2,Çelik,Maslak 1453,Doğalgaz
196,900.000 TL,İstanbul,Başakşehir,Bahçeşehir2.Kısı,Satılık,Daire,1 + 1,80 m2,65 m2,3. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
197,6.000.000 TL,İstanbul,Bahçelievler,KocasinanMerkez,Satılık,Daire,4 + 1,186 m2,152 m2,14. Kat,6 Yaşında,Eşyalı Değil,2,Betonarme,Code İstanbul Sitesi,Doğalgaz
198,2.500.000 TL,İstanbul,Silivri,Selipaşa,Satılık,Daire,3 + 1,145 m2,125 m2,Yüksek Giriş,14 Yaşında,Eşyalı Değil,2,Betonarme,emlak konutları,Doğalgaz
199,8.500.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,3 + 1,245 m2,130 m2,1. Kat,6 Yaşında,Eşyalı Değil,2,Betonarme,Ağaoğlu Maslak 1453,Elektrik
200,1.250.000 TL,İstanbul,Gaziosanpaşa,Şesipaşa,Satılık,Daire,3 + 1,459 m2,135 m2,3. Kat,20 Yaşında,Eşyalı,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
201,6.500.000 TL,İstanbul,Beşiktaş,Akat,Satılık,Daire,4 + 1,170 m2,165 m2,En Üst Kat,24 Yaşında,Eşyalı Değil,2,Betonarme,Saraylar Beldesi Sitesi,Doğalgaz
202,2.000.000 TL,İstanbul,Kartal,Kordonboyu,Satılık,Daire,4 + 1,200 m2,185 m2,1. Kat,30 Yaşında,Eşyalı Değil,2,Betonarme,SEZİN SİTESİ,Doğalgaz
203,2.500.000 TL,İstanbul,Beylikdüzü,Kavaklı,Satılık,Daire,3 + 1,165 m2,120 m2,1. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,ŞEHRİBEYAZ 2,Doğalgaz
204,1.500.000 TL,İstanbul,Silivri,Yeni,Satılık,Daire,3 + 1,150 m2,130 m2,4. Kat,1 Yaşında,Eşyalı Değil,2,Betonarme,nilüfer konutları,Doğalgaz
205,4.650.000 TL,İstanbul,Sarıyer,Zekeriyaköy,Satılık,Daire,3 + 1,158 m2,140 m2,1. Kat,16 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
206,16.500.000 TL,İstanbul,Kadıköy,Suadiye,Satılık,Daire,5 + 1,240 m2,200 m2,Kot 2,26 Yaşında,Eşyalı Değil,3,Betonarme,PARK,Doğalgaz
207,2.975.000 TL,İstanbul,Eyüpsultan,Karadolap,Satılık,Residence,2 + 1,136 m2,116 m2,4. Kat,5 Yaşında,Eşyalı Değil,2,Betonarme,eyüp palas,Doğalgaz
208,1.725.000 TL,İstanbul,Eyüpsultan,Karadolap,Satılık,Daire,2 + 1,90 m2,75 m2,3. Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
209,1.500.000 TL,İstanbul,Küçükçekece,Kanarya,Satılık,Daire,2 + 1,138 m2,80 m2,9. Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,MİR-ZAN,Doğalgaz
210,6.000.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,2 + 1,115 m2,87 m2,8. Kat,6 Yaşında,Eşyalı Değil,1,Betonarme,Ağaoğlu Maslak 1453,Doğalgaz
211,2.500.000 TL,İstanbul,Beylikdüzü,Sahil,Satılık,Daire,3 + 1,160 m2,140 m2,3. Kat,15 Yaşında,Eşyalı,2,Betonarme,Kavaklı Kent,Doğalgaz
212,5.150.000 TL,İstanbul,Beşiktaş,Gayrettepe,Satılık,Daire,4 + 1,160 m2,145 m2,Ara Kat,35 Yaşında,Eşyalı Değil,3,Betonarme,KENT,Doğalgaz
213,3.100.000 TL,İstanbul,Kağıthane,SultanSeli,Satılık,Residence,2 + 1,110 m2,85 m2,10. Kat,7 Yaşında,Eşyalı Değil,1,Betonarme,Demirhan Life,Doğalgaz
214,4.195.000 TL,İstanbul,Kadıköy,19Mayıs,Satılık,Daire,3 + 2,150 m2,110 m2,1. Kat,30 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
215,1.550.000 TL,İstanbul,Üsküdar,Ünalan,Satılık,Daire,2 + 1,80 m2,70 m2,Bahçe Katı,31 Yaşında,Eşyalı Değil,1,Betonarme,Site 59,Doğalgaz
216,660.000 TL,İstanbul,Silivri,Sancaktepe,Satılık,Daire,3 + 1,130 m2,120 m2,Yüksek Giriş,12 Yaşında,Eşyalı Değil,1,Betonarme,Suat yalkın,Doğalgaz
217,37.500.000 TL,İstanbul,Sarıyer,Tarabya,Satılık,Daire,4 + 2,500 m2,450 m2,Villa Katı,20 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
218,11.995.000 TL,İstanbul,Sarıyer,Maden,Satılık,Daire,4 + 1,200 m2,170 m2,Bahçe Katı,Sıfır Bina,Eşyalı Değil,3,Betonarme,Olive Sarıyer Evleri,Doğalgaz
219,2.500.000 TL,İstanbul,Beylikdüzü,Kavaklı,Satılık,Daire,3 + 1,130 m2,120 m2,Yüksek Giriş,21 Yaşında,Eşyalı Değil,1,Betonarme,İhlas Marmara Evler 2. Kısım 3 Ada,Doğalgaz
220,27.000.000 TL,İstanbul,Üsküdar,Güzeltepe,Satılık,Daire,4 + 1,420 m2,300 m2,2. Kat,5 Yaşında,Eşyalı Değil,4,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
221,5.500.000 TL,İstanbul,Sarıyer,Tarabya,Satılık,Daire,6 + 1,230 m2,200 m2,4. Kat,26 Yaşında,Eşyalı Değil,2,Betonarme,SANATÇILAR,Doğalgaz
222,1.785.000 TL,İstanbul,Küçükçekece,HalkalıMerkez,Satılık,Daire,2 + 1,82 m2,71 m2,4. Kat,25 Yaşında,Eşyalı Değil,1,Betonarme,Atakent 1.etap,Doğalgaz
223,7.600.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Daire,2 + 1,165 m2,120 m2,21 ve üzeri,7 Yaşında,Eşyalı Değil,2,Çelik,Maslak 1453,Doğalgaz
224,1.350.000 TL,İstanbul,Tuzla,Aydınlı,Satılık,Daire,1 + 1,70 m2,60 m2,2. Kat,5 Yaşında,Eşyalı,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
225,2.250.000 TL,İstanbul,Esenyurt,Gökevler,Satılık,Daire,3 + 1,150 m2,135 m2,20. Kat,Sıfır Bina,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
226,16.000.000 TL,İstanbul,Sarıyer,Ayazağa,Satılık,Daire,4 + 1,214 m2,149 m2,9. Kat,4 Yaşında,Eşyalı Değil,3,Betonarme,Vadistanbul Park,Doğalgaz
227,1.250.000 TL,İstanbul,Küçükçekece,İnönü,Satılık,Daire,2 + 1,70 m2,65 m2,5. Kat,2 Yaşında,Eşyalı Değil,1,Betonarme,NİSANUR SİTESİ,Elektrik
228,849.000 TL,İstanbul,Beylikdüzü,Cuhuriyet,Satılık,Daire,3 + 1,160 m2,130 m2,3. Kat,7 Yaşında,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
229,2.150.000 TL,İstanbul,Kartal,Kordonboyu,Satılık,Daire,2 + 1,90 m2,80 m2,Giriş Katı,7 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
230,2.450.000 TL,İstanbul,Silivri,Cuhuriyet,Satılık,Yazlık,4 + 1,170 m2,150 m2,Asma Kat,28 Yaşında,Eşyalı,2,Kagir,TUĞKENT,Doğalgaz
231,1.200.000 TL,İstanbul,Avcılar,Abarlı,Satılık,Daire,3 + 1,120 m2,115 m2,6. Kat,34 Yaşında,Eşyalı Değil,1,Betonarme,Öğretmenler sitesi,Doğalgaz
232,8.500.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Daire,3 + 1,245 m2,130 m2,1. Kat,5 Yaşında,Eşyalı Değil,2,Betonarme,Ağaoğlu Maslak 1453,Elektrik
233,969.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,1 + 1,90 m2,80 m2,1. Kat,3 Yaşında,Eşyalı Değil,1,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
234,3.200.000 TL,İstanbul,Kağıthane,Seyrantepe,Satılık,Residence,1 + 0,55 m2,40 m2,5. Kat,2 Yaşında,Eşyalı Değil,1,Betonarme,Avangart İstanbul Rezidans,Doğalgaz
235,3.400.000 TL,İstanbul,Başakşehir,Başakşehir,Satılık,Daire,2 + 1,145 m2,115 m2,2. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,STAR PARK,Doğalgaz
236,5.400.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Daire,3 + 1,128 m2,90 m2,2. Kat,7 Yaşında,Eşyalı Değil,1,Betonarme,Ağaoğlu My Home Maslak,Doğalgaz
237,3.100.000 TL,İstanbul,Zeytinburnu,Süer,Satılık,Daire,2 + 1,94 m2,80 m2,12. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,LOCA MAHAL,Doğalgaz
238,4.250.000 TL,İstanbul,Büyükçekece,Fatih,Satılık,Daire,4 + 2,290 m2,240 m2,3. Kat,9 Yaşında,Eşyalı Değil,3,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
239,700.000 TL,İstanbul,Beylikdüzü,Cuhuriyet,Satılık,Daire,1 + 1,85 m2,75 m2,5. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,Evet (Site Adı Belirtilmemiş),Doğalgaz
240,12.500.000 TL,İstanbul,Sarıyer,Maslak,Satılık,Residence,5 + 1,340 m2,300 m2,21 ve üzeri,10 Yaşında,Eşyalı Değil,3,Betonarme,mashattan,Doğalgaz
241,3.750.000 TL,İstanbul,Kağıthane,Seyrantepe,Satılık,Residence,1 + 1,70 m2,60 m2,Bahçe Katı,2 Yaşında,Eşyalı Değil,1,Betonarme,Avangart İstanbul Rezidans,Doğalgaz
242,1.850.000 TL,İstanbul,Beylikdüzü,AdnanKahveci,Satılık,Daire,2 + 1,125 m2,110 m2,6. Kat,9 Yaşında,Eşyalı Değil,2,Betonarme,MR CONFORT,Doğalgaz
243,1.280.000 TL,İstanbul,Pendik,Yeni,Satılık,Residence,1 + 1,64 m2,50 m2,2. Kat,8 Yaşında,Eşyalı Değil,1,Betonarme,STATÜPARK  Rezidans,Doğalgaz
244,1.250.000 TL,İstanbul,Maltepe,Cevizli,Satılık,Daire,1 + 0,50 m2,35 m2,19. Kat,5 Yaşında,Eşyalı,1,Betonarme,Dap Vazo Kule,Elektrik
245,3.200.000 TL,İstanbul,Başakşehir,Başakşehir,Satılık,Daire,4 + 1,220 m2,210 m2,En Üst Kat,11 Yaşında,Eşyalı Değil,2,Betonarme,Öz Erenkent Sitesi,Doğalgaz
246,1.695.000 TL,İstanbul,Çekeköy,Merkez,Satılık,Daire,3 + 1,120 m2,110 m2,3. Kat,Sıfır Bina,Eşyalı Değil,2,Betonarme,doğa evleri,Doğalgaz
247,2.200.000 TL,İstanbul,Başakşehir,ZiyaGökalp,Satılık,Residence,21 + 1,90 m2,75 m2,10. Kat,5 Yaşında,Eşyalı Değil,1,Betonarme,Metro Rezidans,Doğalgaz
248,2.200.000 TL,İstanbul,Fatih,Şehreini,Satılık,Daire,3 + 1,120 m2,110 m2,4. Kat,40 Yaşında,Eşyalı Değil,1,Betonarme,ERSEVEN SİTESİ,Doğalgaz
